time,status,kp,ki,kd,setpoint,output,temperature,error,integral,derivative
78.283,3,2,0.0025,0.5,93,81,57,36,4135,-1
78.587,3,2,0.0025,0.5,93,83,56.75,36.25,4144.06,1
78.889,3,2,0.0025,0.5,93,80,57.25,35.75,4153,-2
79.178,3,2,0.0025,0.5,93,81,57.25,35.75,4161.94,0
79.481,3,2,0.0025,0.5,93,80,57.75,35.25,4179.63,-1
79.817,3,2,0.0025,0.5,93,81,57.5,35.5,4188.5,1
80.104,3,2,0.0025,0.5,93,80,57.75,35.25,4197.31,-1
80.393,3,2,0.0025,0.5,93,80,58,35,4206.06,-1
80.696,3,2,0.0025,0.5,93,80,58,35,4223.56,0
81.048,3,2,0.0025,0.5,93,80,58,35,4232.31,0
81.352,3,2,0.0025,0.5,93,79,58.25,34.75,4241,-1
81.654,3,2,0.0025,0.5,93,79,58.5,34.5,4249.63,-1
81.943,3,2,0.0025,0.5,93,78,58.5,34.5,4267,-2
82.295,3,2,0.0025,0.5,93,77,59,34,4275.5,-2
82.598,3,2,0.0025,0.5,93,78,59,34,4284,0
82.901,3,2,0.0025,0.5,93,78,59,34,4292.5,0
83.189,3,2,0.0025,0.5,93,77,59.25,33.75,4300.94,-1
83.476,3,2,0.0025,0.5,93,78,59.25,33.75,4317.75,1
83.829,3,2,0.0025,0.5,93,76,59.75,33.25,4326.06,-2
84.116,3,2,0.0025,0.5,93,78,59.5,33.5,4334.44,1
84.403,3,2,0.0025,0.5,93,77,59.5,33.5,4342.81,0
84.692,3,2,0.0025,0.5,93,76,60,33,4359.31,0
85.011,3,2,0.0025,0.5,93,75,60.25,32.75,4367.5,-1
85.347,3,2,0.0025,0.5,93,76,60.25,32.75,4375.69,0
85.635,3,2,0.0025,0.5,93,78,59.75,33.25,4384,2
85.923,3,2,0.0025,0.5,93,74,60.5,32.5,4392.13,-3
86.226,3,2,0.0025,0.5,93,74,61,32,4408.19,-1
86.578,3,2,0.0025,0.5,93,78,60.25,32.75,4416.38,3
86.866,3,2,0.0025,0.5,93,73,61,32,4424.38,-3
87.17,3,2,0.0025,0.5,93,77,60.5,32.5,4432.5,2
87.473,3,2,0.0025,0.5,93,73,61.5,31.5,4448.38,-2
87.792,3,2,0.0025,0.5,93,74,61.5,31.5,4456.25,0
88.097,3,2,0.0025,0.5,93,75,61.25,31.75,4464.19,1
88.384,3,2,0.0025,0.5,93,72,61.75,31.25,4472,-2
88.671,3,2,0.0025,0.5,93,73,61.75,31.25,4479.81,0
88.96,3,2,0.0025,0.5,93,73,62,31,4495.31,0
89.295,3,2,0.0025,0.5,93,72,62.25,30.75,4503,-1
89.599,3,2,0.0025,0.5,93,73,62,31,4510.75,1
89.887,3,2,0.0025,0.5,93,72,62.25,30.75,4518.44,-1
90.174,3,2,0.0025,0.5,93,69,63,30,4525.94,-3
90.462,3,2,0.0025,0.5,93,70,63,30,4541,-1
90.797,3,2,0.0025,0.5,93,72,62.75,30.25,4548.56,1
91.101,3,2,0.0025,0.5,93,72,62.5,30.5,4556.19,1
91.389,3,2,0.0025,0.5,93,69,63.25,29.75,4563.63,-3
91.676,3,2,0.0025,0.5,93,71,63,30,4571.13,1
91.964,3,2,0.0025,0.5,93,69,63.75,29.25,4585.81,-1
92.3,3,2,0.0025,0.5,93,70,63.5,29.5,4593.19,1
92.604,3,2,0.0025,0.5,93,67,64.25,28.75,4600.38,-3
92.891,3,2,0.0025,0.5,93,71,63.75,29.25,4607.69,2
93.179,3,2,0.0025,0.5,93,68,64.25,28.75,4614.88,-2
93.466,3,2,0.0025,0.5,93,68,64.5,28.5,4629.19,-1
93.802,3,2,0.0025,0.5,93,69,64.25,28.75,4636.38,1
94.106,3,2,0.0025,0.5,93,69,64.25,28.75,4643.56,0
94.394,3,2,0.0025,0.5,93,68,64.5,28.5,4650.69,-1
94.681,3,2,0.0025,0.5,93,66,65,28,4657.69,-2
94.968,3,2,0.0025,0.5,93,66,65.25,27.75,4671.63,-1
95.304,3,2,0.0025,0.5,93,67,65.25,27.75,4678.56,0
